CompiledGCCStatus,RunStatus,Runtime,FileName,Path,CodeLines,OutLines
"Yes","0","0",".003427195","Clustering_Coefficient_Calculation_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","120","6"
"Yes","0","0",".002960032","AES_256_CFB_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","297","4"
"Yes","0","0",".003159983","Modular_Square_Root_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","127","10"
"Yes","0","0",".002352980","Tonelli_Shanks_Algorithm_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","153","49"
"Yes","0","0",".003918955","AlphaCode_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","53","5"
"No","1","N/A","0","Thin_Plate_Spline_Warping_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","154","0"
"No","1","N/A","0","Arnoldi_Iteration_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","213","0"
"Yes","0","124","1.002168852","Temporal_Difference_Learning_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","120","0"
"Yes","0","0",".003305558","Boolean_Union_of_Solids_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","172","1"
"No","1","N/A","0","AES_256_GCM_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","402","0"
"Yes","0","0",".003955694","Dense_LU_Solver_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","250","70"
"No","1","N/A","0","Separating_Axis_Theorem_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","136","0"
"Yes","0","0",".005842453","Extra_Trees_Regressor_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","319","7"
"Yes","0","0",".003456183","Reachability_Query_via_BFS_DFS_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","108","3"
"No","1","N/A","0","Successive_Over_Relaxation_SOR_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","86","0"
"Yes","0","139",".364471116","Softmax_Regression_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","296","0"
"Yes","0","0",".002652107","Minimum_Path_Cover_in_DAG_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","99","6"
"Yes","0","139",".365818771","Short_Time_Fourier_Transform_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","108","0"
"No","1","N/A","0","Angle_Between_Two_Vectors_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","79","0"
"Yes","0","0",".003387651","Orthographic_Projection_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","61","5"
"Yes","0","139",".322658894","TRPO_Trust_Region_Policy_Optimization_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","260","0"
"Yes","0","0",".002697356","Convex_Hull_Streaming_Points_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","108","11"
"Yes","0","0",".003783807","Random_Forest_Regressor_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","337","3"
"Yes","0","0",".003135408","ASCON_128a_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","156","5"
"Yes","0","124","1.003483817","Independent_Component_Analysis_ICA_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","319","0"
"Yes","0","0",".002406500","GraphSAGE_Sampling_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","127","6"
"Yes","0","124","1.002909371","Shanks’_Square_Forms_Factorization_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","129","0"
"Yes","0","124","1.002201687","Support_Vector_Regressor_SVR_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","165","0"
"No","1","N/A","0","Closest_Pair_Clustered_Distribution_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","83","0"
"Yes","0","0",".009928944","A5_2_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","154","5"
"Yes","0","139",".371607177","Nonlinear_Regression_via_Gradient_Descent_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","86","0"
"Yes","0","139",".250787980","Closest_Pair_n=100_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","55","0"
"Yes","0","0",".003071984","Sieve_of_Atkin_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","145","2"
"Yes","0","124","1.002451696","Perceiver_IO_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","257","0"
"Yes","0","124","1.001623853","NURBS_Curve_Evaluation_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","134","0"
"Yes","0","0",".006850083","HITS_Algorithm_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","147","23"
"Yes","0","0",".003071304","Bellman_Ford_Algorithm_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","129","32"
"Yes","0","0",".003345032","Degree_Centrality_Computation_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","69","19"
"Yes","0","124","1.001637285","Autoencoder_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","138","0"
"Yes","0","0",".003246372","Network_Flow_with_Lower_Bounds_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","163","9"
"No","1","N/A","0","InfoGAN_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","657","0"
"Yes","0","0",".003196248","CatBoost_Regressor_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","72","3"
"Yes","0","0",".003043629","Square_and_Multiply_Algorithm_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","74","3"
"Yes","0","0",".002147083","Signed_Area_Computation_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","62","2"
"Yes","0","0",".002305294","RC5_64_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","317","2"
"Yes","0","0",".006513864","Particle_Mesh_Method_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","132","5"
"Yes","0","124","1.001901780","Signed_Distance_to_Polygon_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","170","0"
"Yes","0","124","1.001968519","RANSAC_Line_Fitting_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","151","0"
"Yes","0","124","1.001955869","LoRA_with_QLoRA_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","148","0"
"Yes","0","139",".539424852","Curvature_Estimation_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","85","0"
"No","1","N/A","0","Gauss_Seidel_Stencil_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","63","0"
"Yes","0","0",".003376363","Reptile_Algorithm_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","59","2"
"Yes","0","0",".003293105","Trivium_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","125","3"
"Yes","0","0",".002262375","Maximum_Clique_Bron_Kerbosch_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","147","2"
"Yes","0","0",".002242696","LightGBM_Regressor_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","79","1"
"Yes","0","0",".003205164","KATAN_48_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","121","2"
"Yes","0","0",".002286866","Transitive_Closure_Warshall’s_Algorithm_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","96","6"
"No","1","N/A","0","Cross_Entropy_Loss_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","64","0"
"No","1","N/A","0","Self_Consistency_Decoding_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","176","0"
"Yes","0","0",".004569222","Revised_Simplex_Method_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","211","3"
"No","1","N/A","0","LEA_192_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","159","0"
"Yes","0","0",".003845172","Mean_Squared_Error_Loss_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","158","53"
"Yes","0","0",".002325201","Graph_Rewiring_Algorithm_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","136","24"
"Yes","0","0",".003791350","Predictor_Corrector_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","61","11"
"Yes","0","0",".003411396","CHAM_128_128_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","81","2"
"Yes","0","0",".002908376","Polynomial_Evaluation_Horner’s_Method_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","95","10"
"Yes","0","0",".002622092","Edge_Connectivity_via_Max_Flow_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","205","2"
"No","1","N/A","0","Householder_Transformation_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","89","0"
"Yes","0","0",".003105974","Chinese_Remainder_Reconstruction_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","71","1"
"No","1","N/A","0","PRINCEv2_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","113","0"
"Yes","0","0",".241648898","A3C_Asynchronous_Advantage_Actor_Critic_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","147","3"
"Yes","0","0",".004108544","Triangle_Orthocenter_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","67","21"
"Yes","0","0",".002395377","Verlet_Integration_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","75","7"
"Yes","0","0",".003828673","Adams_Moulton_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","56","18"
"No","1","N/A","0","One_vs_Rest_SVM_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","188","0"
"Yes","0","124","1.002380360","Bayesian_Ridge_Regression_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","151","0"
"No","1","N/A","0","Finite_Impulse_Response_Filter_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","95","0"
"Yes","0","0",".003070762","RC6_CFB_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","177","3"
"Yes","0","0",".003278269","Pohlig_Hellman_Reduction_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","176","72"
"Yes","0","0",".027402253","Implicit_Surface_Rendering_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","62","46"
"Yes","0","139",".393176028","Ellipse_Fitting_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","289","0"
"Yes","0","0",".011682341","IDA*_Iterative_Deepening_A*_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","112","2"
"Yes","0","0",".003242540","Twofish_CBC_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","183","4"
"Yes","0","0",".003092801","Collision_Detection_AABB_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","93","21"
"Yes","0","0",".071179840","Spectral_Graph_Convolution_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","132","11"
"No","1","N/A","0","Skipjack_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","251","0"
"Yes","0","0",".819395572","One_Class_SVM_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","116","15"
"Yes","0","0",".002511111","Longest_Common_Subsequence_DP_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","48","1"
"Yes","0","0",".002148747","SKINNY_256_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","228","4"
"No","1","N/A","0","DeepCoder_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","63","0"
"No","1","N/A","0","Transformer_Network_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","207","0"
"Yes","0","0",".002241683","FEAL_N_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","119","14"
"Yes","0","0",".003457118","Inverse_Fast_Fourier_Transform_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","80","8"
"Yes","0","0",".003524827","Russian_Peasant_Multiplication_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","61","1000"
"No","1","N/A","0","Prime_Gap_Calculation_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","186","0"
"Yes","0","124","1.001958441","Lax_Friedrichs_Scheme_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","110","0"
"Yes","0","0",".003142504","CLEFIA_192_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","340","3"
"Yes","0","0",".003317769","Degree_Preserving_Randomization_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","141","28"
"Yes","0","0",".003092618","Cycle_Canceling_Algorithm_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","218","1"
"Yes","0","0",".003154616","Split_Graph_Recognition_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","169","4"
"No","1","N/A","0","Groq_Transformer_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","193","0"
"No","1","N/A","0","Wiener_Filter_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","61","0"
"Yes","0","0",".003521089","LLaVA_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","177","3"
"Yes","0","0",".059472481","Pollard’s_p−1_Algorithm_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","176","2000"
"Yes","0","0",".003327983","ARIA_ECB_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","233","26"
"Yes","0","0",".003397403","Skeletonization_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","173","74"
"Yes","0","0",".004407971","Leiden_Algorithm_for_Communities_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","141","8"
"Yes","0","0",".456275940","Linear_SVM_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","140","2"
"Yes","0","0",".003134868","Matrix_Exponentiation_for_Fibonacci_Numbers_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","143","6"
"Yes","0","0",".004355856","Berlekamp_Massey_Algorithm_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","122","3"
"No","1","N/A","0","Line_Sweep_Intersection_Detection_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","140","0"
"No","1","N/A","0","YOLOv3_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","121","0"
"Yes","0","0",".008369349","Matrix_Logarithm_Series_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","153","8"
"Yes","0","0",".015214466","CBOW_Model_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","169","4"
"Yes","0","0",".003718694","Backward_Differentiation_Formula_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","25","13"
"Yes","0","0",".003316892","Slope_Computation_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","31","4"
"Yes","0","0",".005831349","Neural_Turing_Machine_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","89","2"
"No","1","N/A","0","U_Net_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","206","0"
"Yes","0","0",".002868963","LOKI91_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","125","13"
"Yes","0","0",".239682813","Minimum_Crossing_Number_Approximation_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","183","5"
"No","1","N/A","0","CodeT5_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","137","0"
"Yes","0","0",".003378235","Forward_Kinematics_2D_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","95","2"
"Yes","0","0",".005365514","ConvMixer_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","132","9"
"Yes","0","0",".002266240","Rabbit_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","60","42"
"Yes","0","124","1.002615363","Principal_Component_SVD_Solver_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","216","0"
"Yes","0","124","1.001771791","Branch_and_Price_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","131","0"
"No","1","N/A","0","Voronoi_Diagram_Fortune’s_Algorithm_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","313","0"
"Yes","0","139",".080142982","Binary_Lifting_Path_Queries_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","163","0"
"Yes","0","0",".003468504","Graph_Compression_by_Edge_Merging_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","108","31"
"Yes","0","124","1.002454988","Occlusion_Culling_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","57","0"
"Yes","0","0",".003390228","Range_Counting_2D_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","96","10"
"Yes","0","0",".003825829","Gaussian_Blur_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","71","14"
"Yes","0","0",".012400086","Principal_Component_Analysis_PCA_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","199","15"
"Yes","0","0",".002231760","Incremental_Graph_Coloring_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","103","8"
"Yes","0","139",".235905748","Long_Short_Term_Memory_LSTM_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","187","0"
"Yes","0","0",".004934265","Stable_Diffusion_Sampling_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","104","16"
"No","1","N/A","0","ARIA_GCM_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","366","0"
"Yes","0","0",".004621117","PEFT_Parameter_Efficient_Fine_Tuning_v1.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v1","143","3"
